"em","sector","year","proxy","proxy_backup"
"Sulfur","Forest Burning",2072,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2073,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2074,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2075,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2076,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2077,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2078,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2079,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2080,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2081,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2082,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2083,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2084,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2085,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2086,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2087,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2088,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2089,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2090,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2091,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2092,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2093,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2094,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2095,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2096,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2097,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2098,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2099,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Forest Burning",2100,"Sulfur_2015_FRTB","population_2015"
"Sulfur","Grassland Burning",2015,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2016,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2017,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2018,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2019,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2020,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2021,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2022,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2023,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2024,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2025,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2026,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2027,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2028,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2029,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2030,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2031,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2032,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2033,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2034,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2035,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2036,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2037,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2038,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2039,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2040,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2041,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2042,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2043,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2044,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2045,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2046,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2047,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2048,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2049,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2050,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2051,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2052,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2053,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2054,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2055,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2056,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2057,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2058,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2059,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2060,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2061,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2062,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2063,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2064,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2065,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2066,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2067,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2068,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2069,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2070,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2071,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2072,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2073,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2074,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2075,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2076,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2077,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2078,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2079,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2080,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2081,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2082,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2083,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2084,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2085,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2086,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2087,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2088,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2089,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2090,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2091,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2092,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2093,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2094,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2095,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2096,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2097,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2098,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2099,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Grassland Burning",2100,"Sulfur_2015_GRSB","population_2015"
"Sulfur","Peat Burning",2015,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2016,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2017,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2018,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2019,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2020,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2021,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2022,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2023,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2024,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2025,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2026,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2027,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2028,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2029,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2030,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2031,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2032,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2033,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2034,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2035,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2036,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2037,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2038,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2039,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2040,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2041,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2042,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2043,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2044,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2045,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2046,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2047,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2048,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2049,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2050,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2051,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2052,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2053,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2054,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2055,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2056,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2057,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2058,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2059,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2060,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2061,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2062,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2063,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2064,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2065,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2066,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2067,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2068,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2069,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2070,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2071,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2072,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2073,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2074,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2075,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2076,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2077,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2078,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2079,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2080,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2081,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2082,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2083,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2084,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2085,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2086,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2087,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2088,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2089,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2090,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2091,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2092,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2093,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2094,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2095,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2096,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2097,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2098,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2099,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Peat Burning",2100,"Sulfur_2015_PEAT","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2015,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2016,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2017,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2018,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2019,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2020,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2021,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2022,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2023,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2024,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2025,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2026,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2027,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2028,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2029,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2030,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2031,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2032,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2033,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2034,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2035,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2036,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2037,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2038,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2039,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2040,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2041,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2042,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2043,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2044,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2045,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2046,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2047,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2048,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2049,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2050,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2051,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2052,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2053,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2054,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2055,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2056,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2057,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2058,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2059,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2060,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2061,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2062,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2063,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2064,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2065,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2066,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2067,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2068,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2069,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2070,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2071,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2072,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2073,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2074,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2075,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2076,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2077,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2078,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2079,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2080,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2081,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2082,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2083,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2084,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2085,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2086,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2087,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2088,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2089,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2090,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2091,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2092,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2093,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2094,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2095,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2096,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2097,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2098,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2099,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Residential Commercial Other - Residential Commercial",2100,"Sulfur_2015_RCORC","population_2015"
"Sulfur","Industrial Combustion",2015,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2016,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2017,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2018,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2019,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2020,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2021,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2022,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2023,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2024,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2025,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2026,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2027,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2028,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2029,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2030,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2031,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2032,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2033,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2034,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2035,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2036,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2037,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2038,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2039,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2040,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2041,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2042,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2043,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2044,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2045,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2046,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2047,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2048,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2049,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2050,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2051,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2052,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2053,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2054,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2055,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2056,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2057,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2058,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2059,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2060,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2061,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2062,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2063,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2064,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2065,"Sulfur_2015_INDC","population_2015"
"Sulfur","Industrial Combustion",2066,"Sulfur_2015_INDC","population_2015"
